epoch,learning_rate,train_loss,train_miou,val_loss,val_miou,val_road_iou,val_lane_iou,val_pixel_accuracy
28,9.890738003669029e-05,0.04853284011827782,0.9601775085261042,0.5365418351888657,0.7792079324437662,0.8212307583345525,0.7371851065529798,0.93718109375
29,9.567727288213005e-05,0.030718797941226512,0.9714780171160602,0.5258734045624733,0.7840898433489658,0.834233764480118,0.7339459222178137,0.9417012152777777
30,9.045084971874738e-05,0.0279267522203736,0.973703086252091,0.38656140613555906,0.8200713118017187,0.8726181382528282,0.7675244853506092,0.9554502083333334
31,8.345653031794292e-05,0.027880229235161095,0.9739640846724693,0.3703612773120403,0.8122143029756654,0.8827707550760306,0.7416578508753002,0.9581026388888889
32,7.500000000000001e-05,0.026618473234120758,0.9749570912511885,0.34585420256853106,0.8155436192938835,0.8788313121496978,0.7522559264380693,0.9571225694444444
33,6.545084971874738e-05,0.025051238613668828,0.9764743665643051,0.4373479610085487,0.8087052054746062,0.8740486943849213,0.7433617165642912,0.9554652777777778
34,5.522642316338269e-05,0.026413600144442172,0.9734373830797287,1.0050224618911743,0.3661322666267729,0.5475997418150479,0.18466479143849784,0.7200944270833334
35,4.4773576836617344e-05,0.022445486735086888,0.9784163830441168,1.0452980332374573,0.35769450449149626,0.5005457887268642,0.21484322025612834,0.7002833854166667
36,3.454915028125264e-05,0.021976621828507632,0.9787784471427592,1.018371560573578,0.3742107394014911,0.5229305479826274,0.2254909308203547,0.7133938020833334
37,2.5000000000000018e-05,0.022403792117256672,0.9784375056325214,1.03848596906662,0.37130342926429316,0.5174274041224043,0.22517945440618206,0.7138596875
38,1.654346968205711e-05,0.021070081136422232,0.9796163270717824,1.0212997822761536,0.37280024076712714,0.5172667775887215,0.22833370394553276,0.7109250347222222
39,9.549150281252635e-06,0.020944468614179642,0.9794979790615406,1.0302154970169068,0.3695466141542538,0.5130889846843036,0.22600424362420396,0.7083222395833333
40,4.322727117869952e-06,0.02057896843412891,0.9798758794967386,1.0054255290031433,0.3755129027867773,0.5220577535418996,0.22896805203165488,0.7112092881944444
41,1.092619963309716e-06,0.02077715009218082,0.9801367080280761,1.0372795305252076,0.3613892036393222,0.48997653575135547,0.23280187152728893,0.70140859375
42,0.0,0.020184067416703328,0.9803436601271296,1.0331074185371398,0.3666728665209179,0.4947867241897337,0.2385590088521021,0.6998136631944445
